,name,online_order,rate,votes,location,rest_type,approx_cost
24230,Spice Kitchen,Yes,3.9,321,Kalyan Nagar,Casual Dining,750
24231,Patio - The Resto Cafe,Yes,3.7,73,Banaswadi,"Cafe, Quick Bites",500
24232,The Juice Shop - Juicery And Kitchen,Yes,3.9,39,Kalyan Nagar,Quick Bites,300
24233,Chubalas Curry And Rice,Yes,4.0,209,Kammanahalli,Quick Bites,550
24234,Sri Sai 99 Variety Dosa,Yes,3.7,27,Nagawara,Quick Bites,200
24235,Roll Over,Yes,4.1,174,Kalyan Nagar,Dessert Parlor,500
24236,SV Indian Restaurant,Yes,3.0,13,Hennur,Quick Bites,400
24237,Zabi,Yes,3.8,173,HBR Layout,Quick Bites,300
24238,Zamorin's Mappillah Biryani,No,0.0,0,Hennur,"Takeaway, Delivery",400
24239,Brewklyn Microbrewery,Yes,4.4,2329,Kalyan Nagar,"Microbrewery, Casual Dining",1400
24240,Crispy Fried Chicken,Yes,0.0,0,New BEL Road,Quick Bites,150
24241,Teburu,Yes,4.4,203,Kalyan Nagar,Casual Dining,800
24242,Based On A True Story- Bistro,Yes,4.3,496,Kammanahalli,"Cafe, Quick Bites",800
24243,Aqni,Yes,3.9,358,HBR Layout,Casual Dining,650
24244,The Coorg Food Co.,Yes,4.3,473,Kalyan Nagar,Casual Dining,750
24245,OKI,Yes,4.0,418,Kammanahalli,Casual Dining,1200
24246,Sultan's Biryani,Yes,2.9,38,Kalyan Nagar,Delivery,700
24247,Mahadii's,Yes,3.9,219,Kammanahalli,Casual Dining,600
24248,Float Brewery,No,4.3,416,Kalyan Nagar,"Microbrewery, Casual Dining",1800
24249,Swagatham Delux - Rayalaseema Spices,Yes,3.4,24,Nagawara,Casual Dining,600
24250,Fragrant Kitchen,No,3.8,110,Kalyan Nagar,"Casual Dining, Cafe",700
24251,Awesome Biryani,No,0.0,0,Kalyan Nagar,"Takeaway, Delivery",500
24252,Coorg Lunch Home,Yes,3.6,57,Kammanahalli,Quick Bites,300
24253,Thalassery Plaza,Yes,3.6,30,Hennur,Quick Bites,400
24254,Naina Nand Food Express,Yes,3.3,8,HBR Layout,Quick Bites,300
24255,Special Hot Roll No.1,Yes,0.0,0,Banaswadi,Delivery,100
24256,Noodles,Yes,3.8,98,Banaswadi,Casual Dining,500
24257,Huko Mukho Hangla,Yes,4.0,175,Kammanahalli,Quick Bites,400
24258,7 Plates,Yes,3.6,519,Kalyan Nagar,Casual Dining,600
24259,Kanthari,Yes,3.9,93,Kalyan Nagar,Quick Bites,400
24260,Draggers CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,4.1,274,Kalyan Nagar,Cafe,900
24261,Donne Biriyani Mane,Yes,3.7,220,Kalyan Nagar,Quick Bites,400
24262,The Feast Fries,Yes,0.0,0,Kalyan Nagar,Quick Bites,200
24263,Madurai Canteen,Yes,2.9,38,Nagawara,Quick Bites,200
24264,Saffron Vegetarian Cuisine,Yes,4.0,667,Banaswadi,Casual Dining,700
24265,Cafe P Square,Yes,3.8,26,Kalyan Nagar,Quick Bites,250
24266,China Pearl,Yes,4.1,155,Kalyan Nagar,Casual Dining,1100
24267,Indie Fusion Multi Cuisine Restaurant,No,3.3,4,Kalyan Nagar,Quick Bites,400
24268,Jingo BBQ & Burgers,Yes,3.9,41,Kammanahalli,Quick Bites,550
24269,Manasa Fishland,Yes,4.1,201,Kalyan Nagar,Casual Dining,650
24270,Cafe Thulp,Yes,4.0,722,Kammanahalli,Cafe,1000
24271,Little Italy,Yes,4.2,405,Kalyan Nagar,Casual Dining,1500
24272,Wokanaka - The Casual Chinese Pitstop,Yes,4.1,223,Kalyan Nagar,Casual Dining,500
24273,Maraheb Restaurant,Yes,4.2,219,Kalyan Nagar,Casual Dining,1000
24274,Sidra Eatery,Yes,3.9,28,Kammanahalli,Quick Bites,400
24275,Beijing Bites,Yes,0.0,0,Kalyan Nagar,Casual Dining,850
24276,Paradox Rest-O-Cafe,Yes,3.7,124,Kalyan Nagar,Casual Dining,600
24277,Cuppa Joy,Yes,0.0,0,Kalyan Nagar,Cafe,500
24278,4 Seasons Restaurant,Yes,3.7,399,Kalyan Nagar,Casual Dining,1000
24279,New Peking,Yes,4.1,383,Kammanahalli,Casual Dining,700
24280,Kenny's Restaurant,Yes,3.4,38,Banaswadi,Quick Bites,450
24281,Supreme Biryani,Yes,0.0,0,Kalyan Nagar,Delivery,400
24282,Anand Sweets and Savouries,Yes,4.0,99,Kammanahalli,Quick Bites,400
24283,Yuan Restaurant,Yes,3.8,202,HBR Layout,Casual Dining,600
24284,The ThickShake Factory,No,4.1,107,Kalyan Nagar,Beverage Shop,350
24285,The French Corner,No,3.4,10,Kalyan Nagar,"Bakery, Dessert Parlor",400
24286,Punjab Bistro,Yes,4.0,165,Nagawara,Casual Dining,500
24287,Sunny Side Bistro,Yes,3.8,362,Frazer Town,Cafe,700
24288,Hotel The Shack,Yes,3.9,116,Rammurthy Nagar,Casual Dining,1000
24289,Night Food Joint,Yes,2.9,619,Nagawara,Quick Bites,500
24290,Art of Biryani & Curries,Yes,3.4,9,Rammurthy Nagar,Delivery,250
24291,Vera Italiano,Yes,4.1,198,Kalyan Nagar,Casual Dining,600
24292,Asia In A Box,Yes,3.0,16,Kammanahalli,Casual Dining,550
24293,Brew Bakes Cafe,Yes,3.7,46,Kalyan Nagar,Cafe,500
24294,Punjabi Tadka,Yes,3.4,31,Nagawara,Quick Bites,400
24295,Rasapoorna,Yes,3.2,6,Nagawara,Casual Dining,500
24296,Chulha Chauki Da Dhaba,Yes,4.1,1208,Kalyan Nagar,Casual Dining,800
24297,Naidoo's Donne Biryani,Yes,3.0,13,Kammanahalli,"Takeaway, Delivery",300
24298,Aioli,No,4.2,783,Kalyan Nagar,Casual Dining,1400
24299,RawStraw,Yes,4.1,172,Kalyan Nagar,Cafe,700
24300,The Urban Roof,Yes,3.9,77,Kalyan Nagar,Casual Dining,800
24301,Kiko,Yes,3.4,10,Kammanahalli,"Takeaway, Delivery",500
24302,Yi Moi Chinese Fast Food,No,0.0,0,Kalyan Nagar,Quick Bites,100
24303,Udupi Gardenia,Yes,3.4,19,Banaswadi,Quick Bites,400
24304,Kolkata Famous Kati Roll,Yes,0.0,0,Nagawara,Quick Bites,150
24305,S L V Food Joint,Yes,3.4,14,Kalyan Nagar,Quick Bites,250
24306,Biriyani Nights,Yes,3.0,119,Kammanahalli,"Takeaway, Delivery",500
24307,Sherlock's Pub,Yes,3.8,360,Kalyan Nagar,"Pub, Casual Dining",1300
24308,Snow'ora,Yes,0.0,0,Kalyan Nagar,Dessert Parlor,350
24309,Cake House - Story Cafe,No,3.9,78,Kalyan Nagar,Quick Bites,650
24310,XO Cafe,Yes,0.0,0,Banaswadi,Cafe,300
24311,Khan Saheb Grills and Rolls,Yes,3.1,34,Kalyan Nagar,"Takeaway, Delivery",350
24312,Venky's Xprs,No,3.7,35,Kalyan Nagar,"Quick Bites, Meat Shop",350
24313,Nawabi,Yes,0.0,0,Kammanahalli,"Takeaway, Delivery",450
24314,Mudaliar's Kitchen,Yes,0.0,0,Frazer Town,Delivery,500
24315,Marakachi,Yes,3.7,83,Kalyan Nagar,Casual Dining,600
24316,Eat Well,Yes,3.6,113,Banaswadi,"Takeaway, Delivery",400
24317,FireHouse - Bar & Kitchen,Yes,3.9,751,HBR Layout,Pub,1500
24318,Samprith Gowdru Mudde Hotel,Yes,3.0,16,Rammurthy Nagar,Quick Bites,300
24319,Shanghai Times,Yes,3.0,9,HBR Layout,Quick Bites,500
24320,Foodie's Affair,Yes,3.0,22,Nagawara,Quick Bites,400
24321,7th Heaven,No,0.0,0,Kalyan Nagar,"Bakery, Dessert Parlor",400
24322,Tandoor Bhatti,Yes,0.0,0,Rammurthy Nagar,Quick Bites,300
24323,A Baker's Confession,No,0.0,0,Kalyan Nagar,Bakery,400
24324,Cafe 7,Yes,0.0,0,Kalyan Nagar,Quick Bites,100
24325,Juice Day,No,0.0,0,Kalyan Nagar,"Beverage Shop, Quick Bites",150
24326,Sanju's Super Kitchen,Yes,3.3,5,Kammanahalli,Delivery,400
24327,DinePost9,Yes,3.9,367,Banaswadi,Delivery,450
24328,Delicious Momos,No,3.9,48,Kalyan Nagar,Kiosk,200
24329,Chocolate Philosophy,No,0.0,0,Kalyan Nagar,Dessert Parlor,500
24330,La Mirch,No,0.0,0,Kalyan Nagar,"Takeaway, Delivery",400
24331,Cake Dilim,No,0.0,0,Kalyan Nagar,Bakery,400
24332,Lechem,No,0.0,0,Kalyan Nagar,Delivery,600
24333,Mr Fruit Mixer,No,0.0,0,Kalyan Nagar,Quick Bites,100
24334,Oyo Empire Juice Shop,No,0.0,0,Kalyan Nagar,Beverage Shop,100
24335,Mr. Chaiwala,No,0.0,0,Kalyan Nagar,Quick Bites,100
24336,My China,No,3.0,14,Kalyan Nagar,Casual Dining,600
24337,Reddy's Naati Mane,Yes,3.4,15,Banaswadi,Quick Bites,400
24338,Wok N Roll,Yes,3.9,82,Nagawara,Quick Bites,400
24339,Bangalore Vibes,Yes,3.2,4,Hennur,Quick Bites,300
24340,Snack shop,No,0.0,0,Kalyan Nagar,0,250
24341,"Cakes, Crumbs & Magic",No,3.3,4,Kalyan Nagar,Bakery,300
24342,The Flavours,No,3.2,7,Kalyan Nagar,Casual Dining,500
24343,Biryani Treats,No,2.6,45,Kalyan Nagar,Delivery,650
24344,New Udupi Grand,No,0.0,0,Kalyan Nagar,Quick Bites,300
24345,Chai Kada,No,3.6,10,Kalyan Nagar,"Beverage Shop, Quick Bites",100
24346,Paper Cup Cafe,No,3.0,11,Kalyan Nagar,Quick Bites,400
24347,OvenTreats - Patisserie.Bistro,No,4.0,81,Kalyan Nagar,Casual Dining,1000
24348,Coffee@Arens,Yes,3.8,77,Banaswadi,Cafe,550
24349,The Chef's Kitchen,Yes,3.8,311,Kalyan Nagar,Casual Dining,800
24350,Arabian Shawarma,Yes,3.7,30,Kammanahalli,Kiosk,150
24351,Parantha Singh,No,3.7,31,Kalyan Nagar,Quick Bites,300
24352,Crunchees Cafeteria,No,3.4,11,Kalyan Nagar,Quick Bites,400
24353,Hotel Dharshan,No,0.0,0,Kalyan Nagar,Quick Bites,150
24354,Food Forest,No,0.0,0,Kalyan Nagar,Quick Bites,300
24355,Samosa Singh,No,0.0,0,Kalyan Nagar,Quick Bites,250
24356,F Juice,No,0.0,0,Kalyan Nagar,Beverage Shop,200
24357,Firki Cafe,No,0.0,0,Kalyan Nagar,Casual Dining,850
24358,Nalukettu,Yes,3.0,4,HBR Layout,Delivery,450
24359,Urban Kitchen,Yes,3.4,6,Banaswadi,Delivery,400
24360,Kabsa House,No,3.6,24,Kalyan Nagar,Casual Dining,500
24361,Cafe China,Yes,3.7,42,Banaswadi,Quick Bites,500
24362,Bhajanka's Restaurant,Yes,3.6,21,Kammanahalli,Casual Dining,700
24363,Alibaba Cafe and Restaurant,No,2.9,56,Kalyan Nagar,Casual Dining,700
24364,Chaatimes,Yes,3.6,27,Nagawara,Quick Bites,200
24365,De3 - The Eatery,No,3.1,13,North Bangalore,Food Truck,250
24366,Eat Social,No,0.0,0,Kalyan Nagar,"Takeaway, Delivery",300
24367,Jwala Indian & Chinese Fast Food,No,0.0,0,Kalyan Nagar,Quick Bites,200
24368,AL Afreen's Biryani Paradise,No,0.0,0,Kalyan Nagar,Quick Bites,200
24369,Halli Mane Hotel,No,0.0,0,Kalyan Nagar,Quick Bites,300
24370,Zu's Doner Kebaps,Yes,3.6,22,Kammanahalli,0,350
24371,Kolkata Hot Roll,No,0.0,0,Kalyan Nagar,Kiosk,100
24372,Al Karim,No,3.7,90,Kalyan Nagar,Casual Dining,600
24373,The Second Wife,Yes,3.7,68,Hennur,Casual Dining,800
24374,Silver Spoon Restaurant,Yes,3.2,55,Hennur,Quick Bites,400
24375,Sri Banasankri Donne Biriyani,No,3.4,6,Kalyan Nagar,Quick Bites,400
24376,Al Madhina Roll House,No,3.4,6,Kalyan Nagar,Quick Bites,350
24377,Meat Up Barbecue & More,No,3.7,17,Kalyan Nagar,Quick Bites,400
24378,Sweet Chariot,No,2.8,60,Kalyan Nagar,Dessert Parlor,500
24379,Lenny's Kitchen,Yes,0.0,0,Banaswadi,Quick Bites,300
24380,Food Box,Yes,3.6,22,Kammanahalli,Quick Bites,350
24381,Skanda Cafe,No,3.0,15,Hennur,Quick Bites,400
24382,Gundappa Donne Biryani Mane,Yes,3.4,55,Nagawara,Quick Bites,300
24383,Happy Eats,Yes,0.0,0,HBR Layout,Delivery,300
24384,Didi's Kitchen,Yes,3.1,8,Nagawara,Delivery,400
24385,Maddy's Cafe,Yes,3.8,36,Kammanahalli,Cafe,500
24386,New York Burrito,No,3.1,7,Banaswadi,Quick Bites,400
24387,Biryani Bar,Yes,0.0,0,Kalyan Nagar,Delivery,500
24388,Rasa Cafe,Yes,3.4,6,Kalyan Nagar,Cafe,600
24389,The Grill House,Yes,4.0,178,Kalyan Nagar,Casual Dining,1000
24390,Afrina's Kitchen,Yes,3.4,9,Kammanahalli,"Takeaway, Delivery",250
24391,Moms Flavor,Yes,0.0,0,Banaswadi,Quick Bites,200
24392,Cafe Get Hooked,Yes,3.6,17,Banaswadi,Cafe,600
24393,Kolkata Famous Kati Rolls,Yes,3.1,4,Banaswadi,Kiosk,200
24394,AutoExpress - Hot Dogs,Yes,0.0,0,Kalyan Nagar,"Takeaway, Delivery",300
24395,Eatapita,Yes,4.0,129,Kammanahalli,Quick Bites,600
24396,Pizbur Trap,Yes,3.0,9,Kammanahalli,"Takeaway, Delivery",400
24397,Le Roll Cafe,Yes,3.9,52,Kammanahalli,Quick Bites,300
24398,SS Bucket Biryani,No,4.0,161,Kammanahalli,Casual Dining,600
24399,Nandhana Palace,No,4.1,737,Kammanahalli,"Casual Dining, Bar",800
24400,Raidan Restaurant,No,3.9,247,Kammanahalli,Casual Dining,450
24401,Angaar Indian Grill & Restaurant,No,3.9,121,HBR Layout,Casual Dining,600
24402,9 Bowls,Yes,0.0,0,Banaswadi,Delivery,500
24403,Sanju's Super Kitchen,No,3.0,10,Kammanahalli,Quick Bites,400
24404,Delicious Momos,No,4.1,109,Kammanahalli,Casual Dining,450
24405,Donne Biriyani Mane,No,3.8,161,Banaswadi,Quick Bites,300
24406,Wolga Restaurant,No,3.4,6,Banaswadi,Casual Dining,600
24407,Al Amal Cafe,No,4.0,74,Kammanahalli,"Cafe, Quick Bites",300
24408,Fatty Chang,Yes,3.2,4,HBR Layout,Quick Bites,300
24409,Whistling Tandoor,No,3.1,22,Banaswadi,Casual Dining,600
24410,Healthy Hawker,No,0.0,0,Banaswadi,"Takeaway, Delivery",300
24411,Pretty Baked,No,0.0,0,Hennur,"Takeaway, Delivery",300
24412,Lunchwala,No,0.0,0,Hennur,Delivery,400
24413,Bong Memory,No,0.0,0,Hennur,"Takeaway, Delivery",200
24414,Joyfulmeal.com,No,0.0,0,HBR Layout,Quick Bites,300
24415,Ana's Midnight Cafe,No,0.0,0,Banaswadi,0,500
24416,Sri Sai Grand,No,3.6,73,Banaswadi,Casual Dining,0
24417,SHAIK's DYNASTY,No,3.2,6,Kammanahalli,Casual Dining,450
24418,Khandesh,No,0.0,0,Kammanahalli,"Takeaway, Delivery",450
24419,Red Savina,No,0.0,0,Jakkur,Delivery,400
24420,Lassi Shop,No,3.0,7,Banaswadi,Beverage Shop,200
24421,Hotel Hyderabadi,No,3.2,4,Nagawara,Quick Bites,300
24422,Raees Restaurant,No,3.3,6,Banaswadi,Casual Dining,500
24423,Remos Kitchen,No,0.0,0,Kammanahalli,"Takeaway, Delivery",400
24424,Doner Bel,No,3.6,17,Kammanahalli,Quick Bites,400
24425,Hotel AL-Zaioa,No,0.0,0,Hennur,Quick Bites,400
24426,Bangarpet Chats,No,0.0,0,Kammanahalli,Quick Bites,80
24427,Al Aziz Durbar,No,0.0,0,Banaswadi,Quick Bites,350
24428,CutePorkie,No,3.3,4,Kammanahalli,Quick Bites,400
24429,La-Pizza,No,0.0,0,North Bangalore,Delivery,450
24430,Heaven Biryani And Shawarma,No,0.0,0,Banaswadi,Quick Bites,350
24431,Papanna's Biriyani,No,3.7,39,Banaswadi,Quick Bites,350
24432,7 to 11 Food Court,Yes,3.7,16,Banaswadi,Quick Bites,200
24433,Multi Ruchish,Yes,0.0,0,New BEL Road,Quick Bites,250
24434,Moghul's Restaurant,Yes,3.0,49,HBR Layout,Casual Dining,700
24435,Kings Court,Yes,3.1,12,Kalyan Nagar,Casual Dining,800
24436,Midnight Food Point,Yes,2.7,37,Kalyan Nagar,Delivery,500
24437,Delhiz Taste,Yes,3.0,13,Nagawara,Quick Bites,400
24438,Nuty,Yes,0.0,0,Kammanahalli,Quick Bites,300
24439,Sulemani Chichas,Yes,0.0,0,Hennur,Quick Bites,300
24440,Hoppipola,Yes,4.4,816,Kalyan Nagar,Lounge,1200
24441,Bada Bing Burgers,Yes,3.0,13,Frazer Town,Delivery,300
24442,Curries & Chillies,Yes,3.0,20,Banaswadi,Quick Bites,300
24443,7Biryanis,Yes,3.2,4,Nagawara,Casual Dining,600
24444,Namak,Yes,3.1,5,Nagawara,Quick Bites,650
24445,The French Loaf,Yes,3.0,17,Kalyan Nagar,"Bakery, Quick Bites",300
24446,Twins,No,3.8,139,Kammanahalli,"Casual Dining, Bar",500
24447,Davis Bar And Restaurant,No,3.0,31,Kammanahalli,Bar,700
24448,Cottage Loaf,Yes,4.0,50,Hennur,"Bakery, Quick Bites",250
24449,The Pakoda Shop,Yes,3.4,12,Kalyan Nagar,Delivery,150
24450,Farha Real Taste Of Kerala,Yes,3.1,6,Nagawara,Quick Bites,300
24451,Lassi Corner,Yes,3.4,19,Kalyan Nagar,Beverage Shop,250
24452,Al-Baik Kabab Centre,No,0.0,0,Banaswadi,Quick Bites,300
24453,Kaapikada,No,0.0,0,Kammanahalli,Quick Bites,250
24454,Mitraa Da Pizza,Yes,0.0,0,Kammanahalli,Delivery,250
24455,Gelato Italiano,Yes,3.2,4,Kammanahalli,"Dessert Parlor, Bakery",200
24456,The Bridge Walk Cafe,Yes,3.7,44,Kengeri,Cafe,500
24457,Sangam Mess,No,4.2,216,Kammanahalli,Mess,300
24458,Abhiruchi,No,3.8,164,Kammanahalli,Casual Dining,650
24459,Kannur Restaurant,No,3.7,50,Kammanahalli,Quick Bites,400
24460,Karachi Bakery,Yes,0.0,0,HBR Layout,Bakery,500
24461,Al Ameen Rolls Corner,No,3.7,16,Kammanahalli,Quick Bites,200
24462,Mojo Pizza - 2X Toppings,Yes,4.1,91,Kammanahalli,Delivery,600
24463,Have More,No,3.9,198,Kammanahalli,Casual Dining,700
24464,Gold Line Breadz,No,3.7,53,Kammanahalli,"Bakery, Quick Bites",350
24465,Hennuru Cafe & Restaurant,No,0.0,0,Hennur,Quick Bites,200
24466,Bucket Biriyani,No,3.0,14,Banaswadi,Quick Bites,600
24467,Amma's Biryani & Rice,Yes,0.0,0,Kammanahalli,Quick Bites,300
24468,Chaithra Restaurant,No,0.0,0,Kammanahalli,Quick Bites,450
24469,Biryani Addicts,No,0.0,0,Nagawara,Delivery,500
24470,AL Habeeb Restaurant,No,0.0,0,Nagawara,Quick Bites,350
24471,Shiva's Naram Garam,No,3.3,4,Banaswadi,Quick Bites,250
24472,Mayonaise,Yes,3.8,44,Banaswadi,Cafe,500
24473,Shandong Express,No,0.0,0,Kammanahalli,Quick Bites,300
24474,Sneha Fast Food,No,0.0,0,Banaswadi,Quick Bites,200
24475,18+ Ice Cafe,No,3.0,24,Kammanahalli,Cafe,550
24476,ILA Kitchen,No,3.7,14,Banaswadi,Casual Dining,500
24477,Cafe Beirut,No,3.7,41,Kammanahalli,Quick Bites,250
24478,Creamyum,No,4.0,95,HBR Layout,Delivery,300
24479,Malabar Food Court,No,3.4,7,HBR Layout,Quick Bites,400
24480,Cluxi,No,3.6,15,Kammanahalli,Quick Bites,300
24481,Orchid Wine And Dine,No,3.0,9,Banaswadi,Casual Dining,700
24482,Sandesh,No,3.1,16,Hennur,Sweet Shop,400
24483,Rolls On Wheels,No,2.8,69,Banaswadi,Quick Bites,300
24484,Hotel Prameela Veg,No,0.0,0,Banaswadi,Quick Bites,100
24485,Bigs Kitchen,No,0.0,0,Kammanahalli,Quick Bites,200
24486,IFun Burgers N More,No,0.0,0,Banaswadi,Quick Bites,300
24487,New Hilal Restaurant,No,0.0,0,Kammanahalli,Casual Dining,550
24488,Koobi Veg & Non-Veg,No,0.0,0,Kammanahalli,Quick Bites,450
24489,Krussh,No,0.0,0,Kammanahalli,Quick Bites,100
24490,Taste Of The Nation,No,3.0,110,Banaswadi,0,650
24491,Lassi Lab,No,0.0,0,Kammanahalli,"Dessert Parlor, Quick Bites",100
24492,Dezzertz,No,0.0,0,HBR Layout,Bakery,200
24493,Balaji Biriyani Corner,No,0.0,0,HBR Layout,Quick Bites,350
24494,Foodie Born,No,0.0,0,Kammanahalli,Delivery,300
24495,Hungry Bite Cafe,No,0.0,0,Banaswadi,Quick Bites,300
24496,Sri Andhra Bhawan,No,0.0,0,Banaswadi,Casual Dining,0
24497,Christy's Chicken Biryani,No,0.0,0,Banaswadi,Quick Bites,200
24498,Hotel Gowdru Mane,No,0.0,0,Banaswadi,Quick Bites,400
24499,ABY?s Kitchen,No,0.0,0,Banaswadi,Quick Bites,350
24500,Grill Zone,No,0.0,0,HBR Layout,Delivery,150
24501,Cafe Sulaimani,No,0.0,0,Kammanahalli,Quick Bites,300
24502,Curries & Pickles,No,0.0,0,Banaswadi,Quick Bites,200
24503,Sri Krishna,No,0.0,0,Banaswadi,Quick Bites,300
24504,Sapna's Kitchen,No,0.0,0,Banaswadi,Quick Bites,400
24505,New Ruchi Veg Non Veg,No,0.0,0,Banaswadi,Quick Bites,150
24506,Reddy's Corner Restaurant,No,0.0,0,Banaswadi,Quick Bites,300
24507,Kartik,No,3.4,6,Banaswadi,"Casual Dining, Bar",700
24508,T4U Cafe,No,3.6,17,Banaswadi,Quick Bites,400
24509,Leela's Kitchen,No,3.8,104,Banaswadi,Quick Bites,400
24510,Aahara,No,0.0,0,Banaswadi,Quick Bites,300
24511,Dilli Highway,No,3.0,25,Kammanahalli,Delivery,400
24512,Kenriy The Restro,No,3.3,6,Kammanahalli,Casual Dining,800
24513,Mazedaar,No,3.2,10,HBR Layout,Quick Bites,300
24514,Shammah's,No,3.3,21,Hennur,Quick Bites,300
24515,Sprinkled,No,3.8,17,Kammanahalli,"Takeaway, Delivery",500
24516,JIS Cafe,No,0.0,0,Kammanahalli,"Takeaway, Delivery",400
24517,Goodness! Beverages,No,0.0,0,Kammanahalli,"Takeaway, Delivery",250
24518,Hayaat,No,3.4,7,Kammanahalli,Casual Dining,600
24519,Pig Out,No,3.2,9,Kammanahalli,Quick Bites,300
24520,Delish Chinese Fast Food,Yes,3.2,4,Banaswadi,Quick Bites,300
24521,Creme Bliss,Yes,3.9,42,HBR Layout,Bakery,350
24522,Zam Zam Restaurant,No,3.1,7,Banaswadi,Quick Bites,400
24523,Arcots Home Kitchen,No,0.0,0,Rammurthy Nagar,Delivery,250
24524,Ahmad's Chicken Hut,No,3.2,9,Banaswadi,Quick Bites,200
24525,Ocean's Delight,No,3.4,13,Kammanahalli,Casual Dining,700
24526,Sidekicks,No,3.4,9,Kammanahalli,Quick Bites,450
24527,Urban Bakes & Cafe,No,3.7,33,Banaswadi,Cafe,500
24528,Hot Momos,No,0.0,0,Hennur,Quick Bites,150
24529,Central Cafe,No,0.0,0,Kammanahalli,Quick Bites,150
24530,Opt For Fitness,No,3.4,7,Kammanahalli,Delivery,400
24531,Sree Ganesh Fruit Juice Center,No,0.0,0,Banaswadi,Beverage Shop,100
24532,Cream House Ice Creams,No,0.0,0,Banaswadi,Dessert Parlor,200
24533,7 Spice,No,3.4,5,Banaswadi,Quick Bites,250
24534,Craig Cafe,No,0.0,0,Banaswadi,"Quick Bites, Cafe",150
24535,Hotel New Karthik,No,0.0,0,Banaswadi,Quick Bites,300
24536,Feel The Taste,No,0.0,0,Hennur,Quick Bites,300
24537,Curry Chatty Paradise,No,0.0,0,Kammanahalli,"Takeaway, Delivery",300
24538,Maamu's Tandoor Chai,No,0.0,0,Kammanahalli,Quick Bites,300
24539,Black Pepper,No,0.0,0,Banaswadi,Quick Bites,200
24540,Flayvours4u,No,3.2,27,Hennur,"Dessert Parlor, Beverage Shop",150
24541,Agnihotri Cuisines,No,0.0,0,Banaswadi,"Takeaway, Delivery",500
24542,Innate,No,3.0,8,Hennur,Delivery,0
24543,Panchamukhi Sagar,No,3.2,4,Banaswadi,Quick Bites,300
24544,Shanghai Xpress,No,3.1,11,Kammanahalli,Quick Bites,300
24545,The Lovin' Oven Cakery,No,3.0,11,Banaswadi,Bakery,500
24546,Biriyummy,No,3.3,6,Banaswadi,Quick Bites,250
24547,Lassi House,No,0.0,0,Banaswadi,Beverage Shop,150
24548,Chickmate,No,3.4,6,Banaswadi,Quick Bites,0
24549,Cafeteria Al - Falah,No,3.3,5,Banaswadi,Quick Bites,300
24550,Grow Fit,No,3.8,68,Banaswadi,Delivery,500
24551,Upsouth,Yes,3.8,51,Banaswadi,Food Court,300
24552,Ali Bhai- Rolls and Kebabs,Yes,0.0,0,Kalyan Nagar,0,150
24553,Roll Junction,No,0.0,0,Nagawara,Quick Bites,150
24554,Delish Chinese Fast Food,Yes,3.2,4,Banaswadi,Quick Bites,300
24555,Sotang's,No,3.3,9,Kammanahalli,Quick Bites,250
24556,Sri Datta Biryani House,No,3.0,54,Banaswadi,Quick Bites,300
24557,Bottoms Up Resto Bar,Yes,3.9,248,Kalyan Nagar,Bar,1200
24558,SK Tiffins Corner,Yes,3.3,4,Banaswadi,Quick Bites,100
24559,Hunger Twist,Yes,3.8,60,Kalyan Nagar,Delivery,300
24560,Jiffy Cafe,No,3.4,6,Hennur,Cafe,500
24561,Havmor,Yes,3.1,27,Banaswadi,"Takeaway, Delivery",200
24562,Naidu Military Hotel,Yes,3.0,13,Kammanahalli,Quick Bites,250
24563,The Rennan's Cafe,Yes,2.9,48,Kammanahalli,Quick Bites,250
24564,Victoria Terminus,Yes,2.9,54,Banaswadi,Quick Bites,250
24565,Tawa Fresh,Yes,3.4,12,Hennur,Quick Bites,300
24566,Cafe Jezve,Yes,3.8,18,Koramangala 5th Block,Cafe,500
24567,Panjurli Family Restaurant,No,0.0,0,Rammurthy Nagar,Quick Bites,400
24568,Kolkata Famous Kati Roll,No,0.0,0,RT Nagar,Kiosk,150
24569,Cluxi,No,3.6,15,Kammanahalli,Quick Bites,300
24570,Shake It Off,Yes,3.9,17,Kalyan Nagar,Beverage Shop,600
24571,5 star food,Yes,0.0,0,Kammanahalli,Quick Bites,300
24572,Artville Cafe,No,3.8,92,Kalyan Nagar,Cafe,700
24573,Dharani Foods,No,3.7,26,Banaswadi,Casual Dining,0
24574,Best B Restaurant,Yes,3.0,12,HBR Layout,Quick Bites,400
24575,Sai Bhavan Veg & Non Veg,Yes,3.2,11,Banaswadi,Quick Bites,400
24576,Victoria Terminus,Yes,2.9,54,Banaswadi,Quick Bites,250
24577,Belgian Waffle Factory,Yes,4.8,265,Kalyan Nagar,Dessert Parlor,400
24578,XO Belgian Waffle,Yes,0.0,0,Kalyan Nagar,Dessert Parlor,400
24579,The Chocolate Heaven,Yes,4.1,399,Kalyan Nagar,"Dessert Parlor, Cafe",700
24580,Corner House Ice Cream,No,4.4,669,Kalyan Nagar,Dessert Parlor,400
24581,Mugful Of Stories,No,4.6,274,Kalyan Nagar,Dessert Parlor,300
24582,Snow'ora,Yes,0.0,0,Kalyan Nagar,Dessert Parlor,350
24583,The Belgian Waffle Co.,Yes,3.8,32,Kalyan Nagar,Dessert Parlor,350
